DATA,Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Tempo permanenza (min),Durata calma (min),Vento classe
2018-12-29,2.5,6.3,ENE,770,0,MZZZZZ
2018-12-30,1.8,8.3,E,210,0,MZZZZZ
2018-12-31,2.0,7.1,ENE,740,0,MZZZZZ
2019-01-01,2.5,11.0,E,360,0,MZZZZZ
2019-01-02,2.9,22.5,WSW,330,0,MZZZZZ
2019-01-03,1.4,5.6,ENE,360,10,MZZYYZ
2019-01-04,1.2,9.7,ENE,320,120,MZZYYZ
2019-01-05,1.8,10.9,NNE,170,10,MZZZZZ
2019-01-06,1.8,10.9,ENE,270,20,MZZYYZ
2019-01-07,1.8,5.7,ENE,550,60,MZYZZZ
2019-01-08,4.9,17.5,SW,740,10,MZZZZZ
2019-01-09,4.2,16.7,SW,420,0,MZZYYZ
2019-01-10,2.0,8.7,ENE,690,50,MZZYYZ
2019-01-11,1.7,4.5,ENE,620,10,MZZYYZ
2019-01-12,3.0,15.1,ENE,320,0,MZZZZZ
2019-01-13,5.9,17.4,SSW,650,0,MZZZZZ
2019-01-14,4.2,18.4,WSW,620,10,MZZYYZ
2019-01-15,2.3,12.2,E,320,0,MZZZZZ
2019-01-16,1.1,4.2,,,190,MZZ00Z
2019-01-17,2.8,11.6,SW,450,0,MZZYYZ
2019-01-18,1.9,12.8,SW,380,120,MZZYYZ
2019-01-19,,,,,,M00000
2019-01-20,1.9,5.3,ESE,440,40,MZZYYZ
2019-01-21,1.8,3.7,ENE,700,30,MZYYYZ
2019-01-22,2.2,4.3,ENE,600,30,MZYYYZ
2019-01-23,,,,,,M00000
2019-01-24,1.7,4.3,ENE,500,20,MYZYYY
2019-01-25,1.5,6.2,NE,330,10,MZZYYZ
2019-01-26,2.0,9.8,SSW,220,50,MZZYYZ
2019-01-27,3.1,13.7,SW,440,0,MYZYYY
2019-01-28,3.8,13.3,WSW,580,20,MZZYYZ
2019-01-29,1.5,11.0,,,180,MYZ00Y
2019-01-30,,,,,,M00000
2019-01-31,,,,,,M00000
2019-02-01,,,,,,M00000
2019-02-02,,,,,,M00000
2019-02-03,1.9,11.6,SW,240,30,MZZYYZ
2019-02-04,2.3,5.7,ENE,820,60,MZZYYZ
2019-02-05,2.3,5.0,ENE,800,20,MZZZZZ
2019-02-06,2.1,5.0,ENE,860,120,MZZYYZ
2019-02-07,2.7,13.6,SW,360,20,MZZZZZ
2019-02-08,1.4,12.2,ENE,300,100,MZZYYZ
2019-02-09,2.6,9.6,WSW,310,0,MZZZZZ
2019-02-10,2.6,13.4,WSW,250,20,MZZYYZ
2019-02-11,3.3,17.0,W,490,0,MZZYYZ
2019-02-12,2.7,11.4,ENE,450,0,MZZYYZ
2019-02-13,2.1,7.3,ENE,750,80,MZZYYZ
2019-02-14,2.6,5.9,ENE,780,10,MZZZZZ
2019-02-15,2.9,5.9,ENE,780,30,MZYZZZ
2019-02-16,2.2,5.4,ENE,680,50,MZZZZZ
2019-02-17,2.1,5.0,ENE,690,60,MZZZZZ
2019-02-18,1.9,4.5,ENE,630,30,MZZZZZ
2019-02-19,1.7,5.5,ENE,550,60,MZYZZZ
2019-02-20,2.2,4.4,ENE,540,10,MYYYYY
2019-02-21,2.0,5.5,ENE,570,10,MZZZZZ
2019-02-22,1.9,4.9,ENE,520,0,MZYZZZ
2019-02-23,1.2,4.7,ENE,480,140,MYYYYY
2019-02-24,1.1,4.5,ENE,420,150,MYZYYY
2019-02-25,2.4,6.1,ENE,710,20,MZZZZZ
2019-02-26,2.8,5.9,ENE,580,0,MYZYYY
2019-02-27,2.2,4.8,ENE,590,10,MZZZZZ
2019-02-28,3.7,13.7,SW,390,0,MZZZZZ
2019-03-01,4.1,17.4,WSW,500,30,MZZYYZ
2019-03-02,2.4,11.2,WSW,240,50,MZZYYZ
2019-03-03,2.1,7.0,E,340,10,MYZYYY
2019-03-04,2.9,17.7,WSW,350,50,MZZZZZ
2019-03-05,4.2,16.1,SW,450,0,MZZYYZ
2019-03-06,1.3,9.5,WSW,280,90,MYZYYY
2019-03-07,2.4,9.1,SW,440,0,MYZYYY
2019-03-08,2.6,8.9,SSW,320,0,MZZYYZ
2019-03-09,4.1,15.2,WSW,470,0,MZZZZZ
2019-03-10,4.1,16.4,W,920,0,MZZZZZ
2019-03-11,5.4,26.1,WSW,860,0,MZZYYZ
2019-03-12,1.4,14.4,SW,140,120,MZZYYZ
2019-03-13,5.3,16.1,WSW,580,0,MYZYYY
2019-03-14,5.8,18.1,WSW,430,0,MZZYYZ
2019-03-15,5.0,19.1,SW,540,0,MZZZZZ
2019-03-16,4.0,12.0,SSW,390,0,MZZZZZ
2019-03-17,2.4,15.5,SW,330,70,MYZYYY
2019-03-18,3.8,15.0,WSW,520,0,MZZYYZ
2019-03-19,1.6,8.8,ENE,460,60,MZZYYZ
2019-03-20,1.8,7.2,ENE,490,30,MZZYYZ
2019-03-21,1.9,8.0,ENE,540,70,MZZYYZ
2019-03-22,2.8,9.2,ENE,780,20,MZZZZZ
2019-03-23,2.4,5.6,ENE,700,10,MZZZZZ
2019-03-24,2.6,7.5,ENE,490,0,MZZZZZ
2019-03-25,3.8,13.4,SW,600,0,MZZZZZ
2019-03-26,2.2,14.4,E,550,10,MZZYYZ
2019-03-27,1.4,7.2,ENE,450,120,MYZYYY
2019-03-28,1.4,5.6,E,380,80,MZYYYZ
2019-03-29,1.7,7.9,E,410,70,MZZYYZ
2019-03-30,2.0,6.7,ENE,630,0,MZZZZZ
2019-03-31,2.3,8.4,ENE,800,0,MZZZZZ
2019-04-01,2.1,7.2,ENE,630,10,MZYZZZ
2019-04-02,1.1,6.6,ENE,340,110,MZZYYZ
2019-04-03,,,,,,M00000
2019-04-04,2.8,11.4,SW,430,0,MYZYYY
2019-04-05,1.7,6.4,ENE,600,80,MYZYYY
2019-04-06,2.3,8.9,ENE,540,0,MYZYYY
2019-04-07,,,,,,M00000
2019-04-08,1.7,5.6,ENE,540,10,MZYYYZ
2019-04-09,1.9,6.6,ENE,670,40,MYYYYY
2019-04-10,,,,,,M00000
2019-04-11,,,,,,M00000
2019-04-12,,,,,,M00000
2019-04-13,1.8,6.4,ENE,490,10,MZYYYZ
2019-04-14,1.7,8.5,E,290,0,MYZYYY
2019-04-15,1.7,6.9,E,480,30,MZZYYZ
2019-04-16,0.9,7.2,WSW,220,200,MYZYYY
2019-04-17,1.7,7.7,ENE,510,80,MZZYYZ
2019-04-18,2.1,7.9,E,630,10,MZZZZZ
2019-04-19,2.4,8.5,ENE,480,20,MZZZZZ
2019-04-20,2.4,8.3,ENE,790,0,MZZZZZ
2019-04-21,2.3,9.9,ENE,550,0,MZZZZZ
2019-04-22,2.1,8.5,E,490,0,MZZZZZ
2019-04-23,,,,,,M00000
2019-04-24,2.3,10.7,E,590,30,MZZZZZ
2019-04-25,1.8,11.8,E,270,0,MZZZZZ
2019-04-26,3.4,12.9,SW,510,30,MZZZZZ
2019-04-27,4.3,12.7,SW,420,0,MZZZZZ
2019-04-28,4.8,13.2,WSW,800,0,MZZYYZ
2019-04-29,1.8,7.5,NE,220,0,MZZZZZ
2019-04-30,1.9,8.7,ENE,670,10,MZZZZZ
2019-05-01,1.6,7.7,ENE,320,30,MZZZZZ
2019-05-02,2.1,9.2,WSW,280,10,MZZZZZ
2019-05-03,1.1,6.1,ENE,170,130,MZZYYZ
2019-05-04,3.5,12.7,SW,440,10,MZZZZZ
2019-05-05,4.4,15.1,SW,720,20,MZZYYZ
2019-05-06,1.6,7.6,W,230,10,MZZYYZ
2019-05-07,1.4,5.3,WSW,380,200,MZZYYZ
2019-05-08,,,,,,M00000
2019-05-09,3.0,9.3,WSW,360,0,MZZZZZ
2019-05-10,1.7,8.7,W,220,20,MZZZZZ
2019-05-11,3.9,16.2,SW,480,0,MZZZZZ
2019-05-12,3.3,12.7,SW,360,10,MZZZZZ
2019-05-13,1.6,8.4,E,470,0,MZZZZZ
2019-05-14,1.4,7.2,ENE,330,30,MZZZZZ
2019-05-15,1.6,9.3,ENE,310,40,MZYYYZ
2019-05-16,1.5,7.5,ENE,310,80,MZYYYZ
2019-05-17,1.1,8.5,NNW,180,50,MYZYYY
2019-05-18,,,,,,M00000
2019-05-19,0.7,5.1,WSW,300,320,MZZYYZ
2019-05-20,2.9,10.6,SW,400,0,MZYZZZ
2019-05-21,2.9,9.6,WSW,420,0,MZZZZZ
2019-05-22,1.9,6.7,ENE,420,0,MZZZZZ
2019-05-23,2.2,6.4,ENE,420,30,MZZZZZ
2019-05-24,1.7,8.1,ENE,440,50,MZZZZZ
2019-05-25,1.3,6.3,E,320,50,MZZZZZ
2019-05-26,1.2,5.5,ENE,250,150,MZZYYZ
2019-05-27,1.2,6.0,WSW,210,100,MZZYYZ
2019-05-28,4.3,15.0,SW,680,0,MZZZZZ
2019-05-29,3.0,10.8,WSW,380,0,MZZZZZ
2019-05-30,1.7,8.0,ENE,290,20,MZZZZZ
2019-05-31,1.8,4.4,ENE,430,20,MZZZZZ
2019-06-01,1.8,4.9,ENE,440,40,MYZYYY
2019-06-02,2.1,9.5,ENE,470,30,MYYYYY
2019-06-03,2.5,10.4,ENE,520,0,MZYZZZ
2019-06-04,1.9,7.2,ENE,580,20,MZYZZZ
2019-06-05,2.5,10.5,ENE,410,30,MZZZZZ
2019-06-06,1.3,7.3,WSW,260,40,MZZZZZ
2019-06-07,1.6,9.9,E,360,60,MZZZZZ
2019-06-08,1.7,9.5,WSW,190,50,MZZZZZ
2019-06-09,1.5,9.3,E,320,80,MZZYYZ
2019-06-10,2.3,10.9,E,580,20,MZZZZZ
2019-06-11,1.6,7.0,E,410,10,MZZZZZ
2019-06-12,1.8,8.8,E,430,60,MZZZZZ
2019-06-13,2.1,6.9,ENE,430,20,MZZZZZ
2019-06-14,2.4,10.8,E,430,30,MZZZZZ
2019-06-15,1.6,6.7,WSW,270,40,MZZZZZ
2019-06-16,2.0,5.3,E,320,30,MZZZZZ
2019-06-17,1.7,7.3,ENE,570,50,MZZZZZ
2019-06-18,1.5,7.5,ENE,330,30,MZYZZZ
2019-06-19,1.9,6.8,E,340,10,MZYZZZ
2019-06-20,1.6,6.8,ENE,380,50,MZYZZZ
2019-06-21,1.7,8.9,E,430,60,MZZZZZ
2019-06-22,1.8,11.9,E,460,40,MZZZZZ
2019-06-23,1.7,5.1,ENE,380,50,MZZZZZ
2019-06-24,1.5,3.9,WSW,420,140,MZZYYZ
2019-06-25,1.3,3.9,WSW,450,50,MZYZZZ
2019-06-26,1.9,4.9,ENE,710,30,MZZZZZ
2019-06-27,2.5,8.3,ENE,730,10,MZZZZZ
2019-06-28,2.4,6.6,ENE,660,10,MZZZZZ
2019-06-29,1.3,5.7,WSW,330,150,MZZYYZ
2019-06-30,1.6,8.0,WSW,320,20,MZZZZZ
2019-07-01,2.1,10.1,ENE,430,20,MZZZZZ
2019-07-02,2.3,9.8,ENE,440,20,MZZZZZ
2019-07-03,2.2,9.7,ENE,480,10,MZZZZZ
2019-07-04,1.9,4.5,ENE,440,90,MZZYYZ
2019-07-05,2.3,9.1,WSW,280,10,MZZZZZ
2019-07-06,1.8,8.9,WSW,320,10,MYYYYY
2019-07-07,2.7,11.8,W,350,0,MZZZZZ
2019-07-08,2.2,8.6,WSW,340,0,MZZZZZ
2019-07-09,1.9,10.4,SE,270,0,MZZZZZ
2019-07-10,1.7,4.5,ENE,440,40,MZZZZZ
2019-07-11,1.7,9.1,WSW,350,20,MZZZZZ
2019-07-12,3.0,10.7,WSW,700,0,MZZZZZ
2019-07-13,3.4,11.4,SW,620,0,MZZZZZ
2019-07-14,1.2,9.2,SW,250,170,MZZYYZ
2019-07-15,1.5,9.1,ENE,360,100,MZZYYZ
2019-07-16,2.2,4.8,ENE,490,0,MZZZZZ
2019-07-17,1.9,5.6,ENE,390,80,MZZYYZ
2019-07-18,1.5,9.2,WSW,210,70,MZZZZZ
2019-07-19,1.6,7.2,ENE,330,90,MZZYYZ
2019-07-20,1.4,4.7,WSW,340,80,MZYYYZ
2019-07-21,2.1,9.8,WSW,240,0,MZZZZZ
2019-07-22,1.7,4.4,WSW,320,40,MZYZZZ
2019-07-23,2.1,5.7,ENE,570,50,MYYYYY
2019-07-24,1.9,4.6,ENE,670,30,MZZZZZ
2019-07-25,1.8,7.4,E,510,10,MZZZZZ
2019-07-26,1.6,7.1,E,480,40,MZZZZZ
2019-07-27,1.6,14.0,E,370,40,MZZZZZ
2019-07-28,2.7,12.0,SW,450,140,MZZYYZ
2019-07-29,1.8,8.2,ENE,480,50,MZZZZZ
2019-07-30,1.8,6.1,WSW,200,10,MZZZZZ
2019-07-31,2.0,5.7,SW,300,0,MZZZZZ
2019-08-01,1.6,5.8,WSW,380,30,MZZZZZ
2019-08-02,2.6,9.5,WSW,360,0,MZZZZZ
2019-08-03,1.8,6.7,WSW,310,20,MZZZZZ
2019-08-04,1.8,4.4,WSW,410,60,MZZZZZ
2019-08-05,1.6,4.7,ENE,320,30,MZZZZZ
2019-08-06,1.6,7.8,WSW,260,0,MZZZZZ
2019-08-07,1.5,8.6,WSW,260,20,MZZZZZ
2019-08-08,1.7,4.5,WSW,390,30,MZZZZZ
2019-08-09,1.6,4.7,WSW,280,50,MZZZZZ
2019-08-10,1.7,5.0,E,360,30,MZZZZZ
2019-08-11,1.7,5.1,E,540,40,MZZZZZ
2019-08-12,2.3,14.2,SSW,330,20,MZZZZZ
2019-08-13,1.9,9.5,WSW,250,0,MZZZZZ
2019-08-14,1.8,7.5,E,330,20,MZZZZZ
2019-08-15,1.8,8.2,WSW,370,20,MZZZZZ
2019-08-16,1.7,5.9,SW,260,30,MZZZZZ
2019-08-17,1.3,4.9,E,300,40,MZZZZZ
2019-08-18,1.4,4.4,WSW,290,70,MZZZZZ
2019-08-19,1.4,6.3,E,320,30,MZZZZZ
2019-08-20,1.8,6.3,ENE,470,30,MZYZZZ
2019-08-21,2.0,6.8,ENE,670,10,MZYZZZ
2019-08-22,1.7,5.1,ENE,390,10,MZZZZZ
2019-08-23,1.6,7.0,ENE,500,30,MZYZZZ
2019-08-24,1.6,6.2,ENE,470,20,MZZZZZ
2019-08-25,1.9,6.0,E,410,20,MZZZZZ
2019-08-26,1.9,7.5,ENE,430,90,MZYYYZ
2019-08-27,1.5,6.5,E,440,40,MZZZZZ
2019-08-28,1.2,5.3,E,350,50,MZZZZZ
2019-08-29,1.9,7.8,ENE,460,10,MZYZZZ
2019-08-30,1.9,7.3,ENE,570,10,MZYZZZ
2019-08-31,1.9,5.9,ENE,480,0,MZZZZZ
2019-09-01,2.2,7.4,ENE,520,0,MZZZZZ
2019-09-02,1.7,8.2,ENE,450,70,MZZZZZ
2019-09-03,1.8,4.1,ENE,550,30,MZZZZZ
2019-09-04,1.5,5.9,E,400,10,MZZZZZ
2019-09-05,2.0,11.4,SW,210,20,MZZZZZ
2019-09-06,1.3,4.5,ENE,410,70,MZYZZZ
2019-09-07,1.3,7.6,WSW,190,120,MZZYYZ
2019-09-08,3.7,11.9,SW,640,10,MZZZZZ
2019-09-09,1.4,8.3,WSW,310,30,MZZZZZ
2019-09-10,0.9,5.8,E,280,180,MZZYYZ
2019-09-11,1.9,4.8,ENE,540,10,MZZZZZ
2019-09-12,2.2,4.8,ENE,690,10,MZZZZZ
2019-09-13,2.1,4.5,ENE,660,10,MZYZZZ
2019-09-14,1.7,4.0,ENE,610,60,MZYZZZ
2019-09-15,1.6,4.5,ENE,470,40,MZZZZZ
2019-09-16,1.9,5.5,ENE,290,0,MZZZZZ
2019-09-17,2.4,7.9,E,280,10,MZZZZZ
2019-09-18,2.1,7.0,ENE,690,0,MZZZZZ
2019-09-19,0.9,3.2,WSW,340,320,MZYYYZ
2019-09-20,0.8,2.8,WSW,460,160,MYYYYY
2019-09-21,0.9,4.3,E,200,30,MZZZZZ
2019-09-22,0.4,4.1,WSW,330,450,MZYYYZ
2019-09-23,3.0,11.4,SW,260,10,MZZZZZ
2019-09-24,1.8,9.7,ENE,300,20,MZZZZZ
2019-09-25,3.9,10.0,SW,550,0,MZZZZZ
2019-09-26,2.2,8.1,SW,320,0,MZZZZZ
2019-09-27,1.5,5.5,ENE,280,10,MZZZZZ
2019-09-28,2.1,8.8,SW,270,10,MYZYYY
2019-09-29,1.5,7.7,E,250,10,MZZZZZ
2019-09-30,3.8,11.2,SW,670,0,MZZZZZ
2019-10-01,1.7,11.4,ENE,340,30,MZZZZZ
2019-10-02,4.3,12.9,SW,750,0,MZZZZZ
2019-10-03,2.0,11.7,E,210,20,MZZZZZ
2019-10-04,3.4,12.6,WSW,580,0,MZZZZZ
2019-10-05,3.0,12.4,SW,550,0,MZZZZZ
2019-10-06,2.0,10.8,E,270,60,MZZZZZ
2019-10-07,1.8,11.9,E,290,10,MZZZZZ
2019-10-08,1.3,6.4,E,230,10,MZZZZZ
2019-10-09,3.1,11.9,SW,550,10,MZZZZZ
2019-10-10,4.2,14.4,SSW,450,0,MZZZZZ
2019-10-11,1.5,4.6,E,380,40,MZYZZZ
2019-10-12,1.2,4.5,NE,310,120,MZZYYZ
2019-10-13,1.0,6.2,E,280,120,MZZYYZ
2019-10-14,1.3,7.4,SW,290,60,MZZZZZ
2019-10-15,3.0,12.1,SW,470,20,MZZZZZ
2019-10-16,1.6,8.2,E,440,30,MZYZZZ
2019-10-17,1.2,4.0,ENE,350,140,MZYYYZ
2019-10-18,0.7,4.1,ENE,230,180,MZZYYZ
2019-10-19,0.6,4.4,WSW,180,250,MZZYYZ
2019-10-20,1.4,9.2,ESE,280,90,MZZYYZ
2019-10-21,1.0,7.9,ENE,270,150,MZZYYZ
2019-10-22,1.8,8.2,ENE,410,20,MZZZZZ
2019-10-23,2.6,11.1,ENE,420,0,MZZZZZ
2019-10-24,1.5,14.1,E,480,100,MZZYYZ
2019-10-25,2.3,6.4,ENE,750,20,MZZZZZ
2019-10-26,1.6,6.4,ENE,480,0,MZZZZZ
2019-10-27,2.0,6.0,E,280,0,MZZZZZ
2019-10-28,1.7,8.4,SSW,300,30,MZZZZZ
2019-10-29,2.0,7.4,WSW,220,20,MZZZZZ
2019-10-30,1.7,7.0,E,410,40,MZZZZZ
2019-10-31,0.7,4.6,WSW,160,420,MZZYYZ
2019-11-01,0.9,4.4,ENE,210,180,MZZYYZ
2019-11-02,1.1,5.2,S,290,160,MYZYYY
2019-11-03,,,,,,M00000
2019-11-04,2.7,15.1,SSW,390,10,MZZZZZ
2019-11-05,2.3,8.2,SSE,380,0,MZZZZZ
2019-11-06,2.4,9.2,SW,270,0,MZZYYZ
2019-11-07,,,,,,M00000
2019-11-08,,,,,,M00000
2019-11-09,1.4,4.9,E,340,0,MZZYYZ
2019-11-10,1.3,6.1,E,360,0,MYZYYY
2019-11-11,,,,,,M00000
2019-11-12,1.9,13.2,SSW,230,20,MZZYYZ
2019-11-13,2.5,12.1,SW,370,30,MZZYYZ
2019-11-14,1.3,8.4,ENE,210,50,MZZYYZ
2019-11-15,1.4,6.7,E,370,0,MYZYYY
2019-11-16,,,,,,M00000
2019-11-17,1.6,4.0,E,430,20,MYYYYY
2019-11-18,,,,,,M00000
2019-11-19,,,,,,M00000
2019-11-20,,,,,,M00000
2019-11-21,,,,,,M00000
2019-11-22,,,,,,M00000
2019-11-23,,,,,,M00000
2019-11-24,,,,,,M00000
2019-11-25,,,,,,M00000
2019-11-26,1.6,6.4,ENE,430,40,MYZYYY
2019-11-27,,,,,,M00000
2019-11-28,3.7,10.0,WSW,490,0,MZZZZZ
2019-11-29,4.0,14.9,SW,480,0,MZZYYZ
2019-11-30,1.2,10.0,ENE,420,170,MZZYYZ
2019-12-01,,,,,,M00000
2019-12-02,1.8,5.3,ENE,630,90,MZZYYZ
2019-12-03,1.3,5.1,E,480,10,MYZYYY
2019-12-04,3.2,6.7,ENE,1030,0,MZZYYZ
2019-12-05,2.0,6.7,ENE,550,80,MZYYYZ
2019-12-06,2.0,9.5,ENE,510,50,MZYZZZ
2019-12-07,3.7,12.6,SW,440,0,MZYZZZ
2019-12-08,1.5,6.4,ENE,330,10,MZYZZZ
2019-12-09,3.9,16.3,WSW,540,0,MZZYYZ
2019-12-10,2.1,11.3,ENE,440,40,MZZYYZ
2019-12-11,2.6,12.4,SW,300,10,MYZYYY
2019-12-12,3.0,12.7,SW,560,20,MZZYYZ
2019-12-13,3.8,21.8,WSW,380,0,MYZYYY
2019-12-14,4.5,17.4,W,560,0,MZZZZZ
2019-12-15,1.4,7.8,,,150,MYZ00Y
2019-12-16,1.1,9.5,E,290,0,MYZYYY
2019-12-17,1.0,9.7,NE,260,30,MYZYYY
2019-12-18,0.9,6.9,E,180,220,MZZYYZ
2019-12-19,1.6,8.4,E,300,50,MYZYYY
2019-12-20,,,,,,M00000
2019-12-21,,,,,,M00000
2019-12-22,4.0,17.1,W,680,0,MZZYYZ
2019-12-23,4.8,16.5,WSW,880,0,MZZYYZ
2019-12-24,3.8,16.1,SW,380,0,MZZZZZ
2019-12-25,3.6,19.9,W,320,10,MZZZZZ
2019-12-26,3.7,13.8,SW,530,10,MZZYYZ
2019-12-27,3.5,15.1,SSW,340,0,MZZZZZ
2019-12-28,1.8,4.5,ENE,740,20,MZZZZZ
2019-12-29,2.4,6.0,ENE,910,120,MZZYYZ
2019-12-30,1.8,5.4,ENE,670,70,MZZZZZ
2019-12-31,2.5,5.8,ENE,970,110,MZZYYZ
2020-01-01,2.3,5.8,ENE,720,20,MZZZZZ
2020-01-02,1.6,7.8,ENE,450,80,MZZYYZ
2020-01-03,3.2,14.0,SW,340,0,MYZYYY
2020-01-04,2.0,9.7,ENE,340,0,MZZZZZ
2020-01-05,1.6,5.8,E,420,60,MZZZZZ
2020-01-06,1.5,6.3,ENE,360,30,MZZZZZ
2020-01-07,2.3,10.0,ENE,320,10,MZZZZZ
2020-01-08,2.0,5.9,ENE,820,50,MZYZZZ
2020-01-09,2.0,7.8,ENE,410,20,MZYZZZ
2020-01-10,1.6,7.2,ENE,330,20,MZZYYZ
2020-01-11,2.1,4.7,ENE,770,10,MZZYYZ
2020-01-12,1.9,4.5,ENE,720,10,MZZZZZ
2020-01-13,1.3,4.9,ENE,600,110,MZZYYZ
2020-01-14,0.9,4.3,E,370,180,MZYYYZ
2020-01-15,0.9,3.3,ENE,420,50,MYYYYY
2020-01-16,1.2,3.9,ENE,530,110,MZZYYZ
2020-01-17,,,,,,M00000
2020-01-18,2.8,14.0,ENE,280,10,MZZYYZ
2020-01-19,1.5,6.3,ENE,430,20,MZZYYZ
2020-01-20,1.9,6.8,ENE,470,10,MZZYYZ
2020-01-21,1.5,6.6,E,540,120,MZZYYZ
2020-01-22,2.0,6.5,ENE,570,70,MZZZZZ
2020-01-23,2.0,7.4,ENE,590,0,MZZZZZ
2020-01-24,1.3,5.3,ENE,430,40,MZZYYZ
2020-01-25,0.8,3.5,,,380,MZZ00Z
2020-01-26,1.3,5.8,ENE,380,40,MYZYYY
2020-01-27,1.9,9.9,S,280,40,MYZYYY
2020-01-28,4.5,15.0,WSW,420,0,MZZYYZ
2020-01-29,5.0,14.2,W,660,0,MZZYYZ
2020-01-30,2.0,11.4,SSW,310,20,MZZZZZ
2020-01-31,2.1,9.2,ENE,320,10,MZZZZZ
2020-02-01,3.2,15.4,WSW,550,0,MZZZZZ
2020-02-02,5.2,17.2,W,780,0,MZZZZZ
2020-02-03,5.8,23.2,W,830,0,MZZZZZ
2020-02-04,5.0,23.7,WSW,560,0,MZZYYZ
2020-02-05,2.3,13.0,E,320,10,MZZYYZ
2020-02-06,1.3,6.2,,,210,MZY00Z
2020-02-07,1.9,5.1,ENE,730,10,MZYZZZ
2020-02-08,0.8,3.8,ENE,450,220,MZYYYZ
2020-02-09,1.3,6.4,ENE,260,80,MZZYYZ
2020-02-10,4.2,18.4,W,390,10,MZZZZZ
2020-02-11,5.0,19.5,W,1140,0,MZZYYZ
2020-02-12,4.8,15.5,WSW,670,0,MZZYYZ
2020-02-13,2.4,12.1,W,170,0,MYYYYY
2020-02-14,3.2,18.2,W,320,0,MYZYYY
2020-02-15,1.6,5.6,E,410,30,MZZZZZ
2020-02-16,1.6,5.4,E,370,10,MZZZZZ
2020-02-17,2.1,12.2,SW,240,10,MZZZZZ
2020-02-18,3.1,17.4,SW,390,20,MZZYYZ
2020-02-19,4.4,16.1,WSW,350,0,MZZYYZ
2020-02-20,2.3,13.4,SW,370,30,MZZYYZ
2020-02-21,3.2,12.7,SW,420,0,MZZZZZ
2020-02-22,1.4,7.4,ENE,480,30,MZZZZZ
2020-02-23,5.1,15.8,WSW,450,0,MYZYYY
2020-02-24,4.5,14.6,SW,650,0,MZZZZZ
2020-02-25,3.3,11.7,WSW,460,0,MZZZZZ
2020-02-26,4.9,16.7,W,810,0,MZZYYZ
2020-02-27,3.7,15.9,W,430,0,MZZYYZ
2020-02-28,2.9,17.5,WSW,420,0,MZZYYZ
2020-02-29,0.5,3.3,,,270,MYZ00Y
2020-03-01,2.8,12.4,SW,380,0,MYZYYY
2020-03-02,2.9,13.3,SW,490,0,MYZYYY
2020-03-03,4.2,14.4,SW,770,0,MZZYYZ
2020-03-04,1.8,11.2,SW,310,40,MZZYYZ
2020-03-05,,,,,,M00000
2020-03-06,4.4,14.6,SW,630,0,MZZYYZ
2020-03-07,2.4,10.9,ENE,280,10,MZZYYZ
2020-03-08,1.4,5.0,ENE,430,60,MZZYYZ
2020-03-09,2.7,10.7,SW,400,30,MZZYYZ
2020-03-10,2.7,11.9,SW,450,10,MZZZZZ
2020-03-11,3.1,10.0,SW,410,0,MZZZZZ
2020-03-12,3.4,12.7,WSW,410,0,MZZZZZ
2020-03-13,4.2,13.0,SW,540,10,MZZZZZ
2020-03-14,1.9,6.8,ENE,320,40,MYYYYY
2020-03-15,,,,,,M00000
2020-03-16,,,,,,M00000
2020-03-17,1.8,4.7,ENE,750,70,MZYZZZ
2020-03-18,1.7,4.5,ENE,440,110,MZYYYZ
2020-03-19,1.7,7.0,ENE,640,100,MZZYYZ
2020-03-20,1.8,7.3,E,510,30,MZYZZZ
2020-03-21,1.7,9.6,ENE,450,40,MZYZZZ
2020-03-22,,,,,,M00000
2020-03-23,,,,,,M00000
2020-03-24,,,,,,M00000
2020-03-25,1.5,7.1,ENE,390,60,MZZYYZ
2020-03-26,1.8,8.3,E,390,0,MYZYYY
2020-03-27,,,,,,M00000
2020-03-28,1.4,4.1,,,70,MYZ00Y
2020-03-29,,,,,,M00000
2020-03-30,,,,,,M00000
2020-03-31,0.8,3.6,WSW,460,0,MYYYYY
2020-04-01,,,,,,M00000
2020-04-02,1.2,4.0,E,330,50,MYZYYY
2020-04-03,1.6,6.7,ENE,550,20,MZZYYZ
2020-04-04,1.6,5.6,ENE,370,30,MZZYYZ
2020-04-05,2.0,7.5,E,500,10,MZZZZZ
2020-04-06,2.0,9.0,ENE,540,20,MZZZZZ
2020-04-07,2.5,6.6,ENE,640,0,MZZZZZ
2020-04-08,2.2,7.0,ENE,610,10,MZZZZZ
2020-04-09,2.5,8.1,ENE,740,10,MZZZZZ
2020-04-10,2.4,7.1,ENE,610,0,MZZZZZ
2020-04-11,2.5,8.1,ENE,860,0,MZZZZZ
2020-04-12,2.2,7.0,ENE,640,20,MZZZZZ
2020-04-13,1.7,7.6,E,560,0,MZYZZZ
2020-04-14,1.9,7.4,ENE,370,40,MZYZZZ
2020-04-15,,,,,,M00000
2020-04-16,1.5,4.5,E,430,70,MZZZZZ
2020-04-17,1.6,3.7,E,630,40,MZYZZZ
2020-04-18,1.6,6.6,E,300,20,MZZZZZ
2020-04-19,1.1,5.7,ENE,400,130,MZZYYZ
2020-04-20,1.4,7.6,ENE,510,70,MZZZZZ
2020-04-21,1.7,7.6,E,460,20,MZZZZZ
2020-04-22,1.9,7.6,ENE,540,0,MZZZZZ
