DATA,Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Tempo permanenza (min),Durata calma (min),Vento classe
2001-05-12,2.4,8.3,NE,740,0,M*****
2001-05-13,1.8,6.4,NE,550,150,M00**0
2001-05-14,1.1,5.4,,,290,M00000
2001-05-15,0.6,5.9,,,590,M00000
2001-05-16,0.7,4.4,,,730,M00000
2001-05-17,0.9,6.3,,,410,M00000
2001-05-18,4.1,11.3,ESE,500,0,M00000
2001-05-19,2.3,7.2,,,160,M00000
2001-05-20,1.8,6.7,NE,780,10,M00000
2001-05-21,1.1,6.9,,,510,M00000
2001-05-22,0.8,5.7,,,470,M00000
2001-05-23,0.7,7.9,,,640,M00000
2001-05-24,1.2,4.1,,,340,M00000
2001-05-25,1.7,8.1,,,150,M00000
2001-05-26,2.0,6.1,,,160,M00000
2001-05-27,1.6,5.9,NE,450,140,M00**0
2001-05-28,2.1,7.6,,,200,M00000
2001-05-29,1.8,5.4,,,260,M00000
2001-05-30,2.4,9.5,SE,470,0,M00000
2001-05-31,3.8,14.4,SE,930,0,M00000
2001-06-01,3.5,11.0,ESE,510,0,M*****
2001-06-02,3.4,13.9,SE,570,30,M00000
2001-06-03,5.0,18.6,SE,950,10,M00000
2001-06-04,3.0,9.7,ESE,640,0,M*****
2001-06-05,1.4,5.2,NE,460,80,M00**0
2001-06-06,3.8,12.5,ESE,790,10,M00000
2001-06-07,1.8,6.6,ESE,520,140,M00**0
2001-06-08,1.6,7.5,ESE,460,90,M00**0
2001-06-09,1.7,11.4,NE,380,110,M00**0
2001-06-10,2.9,13.0,E,710,40,M00**0
2001-06-11,4.9,13.1,ESE,1090,0,M*****
2001-06-12,1.7,5.6,,,210,M00000
2001-06-13,1.7,7.3,ESE,520,120,M00**0
2001-06-14,2.9,9.5,ESE,740,10,M00000
2001-06-15,1.8,9.4,ESE,480,120,M00**0
2001-06-16,2.7,10.4,ESE,580,80,M00**0
2001-06-17,5.3,13.6,ESE,1170,0,M00000
2001-06-18,4.2,12.5,ESE,1030,0,M00000
2001-06-19,2.0,7.8,NE,420,0,M00000
2001-06-20,1.9,6.2,ESE,400,20,M00000
2001-06-21,2.9,8.9,ESE,640,0,M00000
2001-06-22,3.8,12.4,ESE,800,0,M00000
2001-06-23,3.1,10.8,ESE,660,0,M00000
2001-06-24,2.3,7.3,ENE,340,10,M00000
2001-06-25,2.1,5.6,SE,410,70,M00**0
2001-06-26,1.8,9.2,,,180,M00000
2001-06-27,1.4,8.2,,,290,M00000
2001-06-28,1.3,6.3,,,270,M00000
2001-06-29,2.0,6.8,,,180,M00000
2001-06-30,2.2,10.9,SE,720,130,M00**0
2001-07-01,2.2,7.5,SE,400,40,M00**0
2001-07-02,1.5,4.6,,,150,M00000
2001-07-03,1.5,4.8,,,230,M00000
2001-07-04,1.0,5.2,,,400,M00000
2001-07-05,2.4,9.9,,,260,M**00*
2001-07-06,3.8,11.9,,,0,M00000
2001-07-07,3.3,12.3,,,40,M00000
2001-07-08,2.5,9.1,,,10,M00000
2001-07-09,2.3,9.2,,,120,M00000
2001-07-10,1.7,6.0,,,130,M00000
2001-07-11,2.9,11.4,ESE,580,50,M00**0
2001-07-12,2.0,10.6,SE,590,0,M00000
2001-07-13,2.4,9.2,SE,550,40,M00**0
2001-07-14,1.7,10.7,SE,370,100,M00**0
2001-07-15,1.8,12.9,ESE,410,150,M00**0
2001-07-16,1.1,7.1,,,360,M00000
2001-07-17,2.5,9.9,ESE,640,0,M00000
2001-07-18,1.8,11.4,,,220,M00000
2001-07-19,1.3,11.3,,,420,M00000
2001-07-20,5.7,14.7,SE,700,0,M00000
2001-07-21,1.9,6.9,NE,670,80,M00**0
2001-07-22,2.1,5.2,NE,740,100,M00**0
2001-07-23,2.0,10.4,NE,590,90,M00**0
2001-07-24,1.7,6.7,ENE,360,110,M00**0
2001-07-25,1.8,8.5,NE,830,110,M00**0
2001-07-26,2.0,6.2,,,170,M00000
2001-07-27,2.1,7.6,NE,560,80,M00**0
2001-07-28,2.1,6.4,NE,870,90,M00**0
2001-07-29,2.2,5.8,,,250,M00000
2001-07-30,2.3,5.7,NE,680,130,M00**0
2001-07-31,1.6,4.8,,,220,M00000
2001-08-01,1.7,8.1,,,300,M00000
2001-08-02,1.2,5.4,,,290,M00000
2001-08-03,1.0,3.9,,,320,M00000
2001-08-04,2.7,9.2,ESE,590,30,M00**0
2001-08-05,3.4,10.0,SE,580,0,M00000
2001-08-06,2.4,11.1,SE,490,90,M00**0
2001-08-07,1.9,6.9,,,190,M00000
2001-08-08,1.8,5.9,SE,450,90,M00**0
2001-08-09,2.0,8.2,ENE,550,120,M00**0
2001-08-10,2.9,7.7,SE,430,0,M00000
2001-08-11,2.2,6.4,SE,480,30,M00**0
2001-08-12,1.8,5.5,NE,680,60,M00**0
2001-08-13,2.2,4.8,NE,790,100,M00**0
2001-08-14,2.1,7.2,NE,790,40,M00**0
2001-08-15,1.4,6.8,,,180,M00000
2001-08-16,1.4,6.1,,,210,M00000
2001-08-17,1.8,8.9,NE,550,90,M00**0
2001-08-18,1.6,7.6,NE,430,110,M00**0
2001-08-19,1.6,8.3,SE,400,110,M00**0
2001-08-20,2.0,10.1,NE,410,100,M00**0
2001-08-21,2.5,7.7,NE,780,60,M00**0
2001-08-22,2.0,6.4,,,260,M00000
2001-08-23,2.2,5.5,NE,760,60,M00**0
2001-08-24,2.1,4.7,NE,780,90,M00**0
2001-08-25,1.6,6.2,,,270,M00000
2001-08-26,1.7,7.7,,,170,M00000
2001-08-27,2.4,6.2,NE,670,30,M00**0
2001-08-28,2.5,8.4,NE,570,40,M00**0
2001-08-29,2.0,5.8,SE,460,110,M00**0
2001-08-30,1.6,6.0,NE,380,150,M00**0
2001-08-31,3.9,11.6,ESE,450,10,M00000
2001-09-01,2.7,11.1,SE,380,0,M00000
2001-09-02,2.2,5.0,NE,660,70,M00**0
2001-09-03,2.1,6.1,NE,470,130,M00**0
2001-09-04,3.9,13.6,SE,840,10,M00000
2001-09-05,3.9,14.5,SE,560,10,M00000
2001-09-06,2.1,10.9,SE,500,30,M00**0
2001-09-07,3.3,10.2,ESE,470,0,M00000
2001-09-08,5.4,18.1,SE,890,10,M00000
2001-09-09,6.2,18.2,SE,1020,0,M00000
2001-09-10,3.2,11.8,SE,630,40,M00000
2001-09-11,2.4,11.6,SE,410,50,M00**0
2001-09-12,1.5,7.1,SE,430,100,M00**0
2001-09-13,1.8,9.3,,,210,M00000
2001-09-14,4.8,20.8,ESE,810,0,M00000
2001-09-15,3.4,11.9,ESE,560,10,M00000
2001-09-16,6.0,15.2,SE,960,0,M00000
2001-09-17,2.3,8.5,E,410,10,M00000
2001-09-18,1.6,6.3,,,300,M00000
2001-09-19,1.1,5.2,,,300,M00000
2001-09-20,1.3,4.9,SE,450,60,M00**0
2001-09-21,2.1,7.5,E,370,60,M00**0
2001-09-22,0.5,4.0,,,760,M00000
2001-09-23,0.6,5.1,,,620,M00000
2001-09-24,1.1,4.5,,,390,M00000
2001-09-25,3.5,10.5,ESE,540,10,M00000
2001-09-26,2.4,8.3,NE,510,10,M00**0
2001-09-27,1.4,4.3,NE,640,140,M00**0
2001-09-28,1.6,4.3,,,230,M00000
2001-09-29,0.5,6.1,,,770,M**00*
2001-09-30,1.2,4.8,,,220,M00000
2001-10-01,1.4,6.6,NNE,540,120,M00**0
2001-10-02,1.1,5.0,NE,440,160,M00**0
2001-10-03,1.3,6.4,,,220,M00000
2001-10-04,2.2,6.4,NE,500,70,M00**0
2001-10-05,1.2,4.3,,,290,M00000
2001-10-06,1.0,6.3,,,490,M00000
2001-10-07,1.3,6.3,,,250,M00000
2001-10-08,1.2,4.8,,,320,M00000
2001-10-09,0.9,6.1,,,460,M00000
2001-10-10,1.4,4.4,,,350,M00000
2001-10-11,2.0,5.0,NE,810,100,M00**0
2001-10-12,1.9,5.3,,,170,M00000
2001-10-13,2.1,4.8,NE,910,120,M00**0
2001-10-14,1.4,5.1,NE,720,140,M00**0
2001-10-15,1.4,3.9,,,170,M00000
2001-10-16,2.1,6.6,NE,860,80,M00**0
2001-10-17,1.4,6.8,,,170,M00000
2001-10-18,0.5,6.7,,,690,M00000
2001-10-19,1.0,9.3,,,230,M00000
2001-10-20,2.7,11.0,NE,780,30,M00**0
2001-10-21,3.2,8.9,ESE,660,10,M00000
2001-10-22,2.1,10.0,,,190,M00000
2001-10-23,1.5,10.3,,,300,M00000
2001-10-24,3.3,9.9,ESE,500,10,M00000
2001-10-25,2.3,8.3,NE,550,30,M00**0
2001-10-26,1.5,4.0,,,180,M00000
2001-10-27,1.2,3.7,,,220,M00000
2001-10-28,1.6,5.9,NE,470,130,M00**0
2001-10-29,2.5,9.3,NE,440,0,M00000
2001-10-30,1.7,7.5,NE,630,90,M00**0
2001-10-31,2.1,9.5,,,170,M00000
2001-11-01,2.8,10.8,NE,810,10,M00000
2001-11-02,1.1,3.8,,,300,M00000
2001-11-03,1.0,4.3,,,470,M**00*
2001-11-04,1.7,4.8,,,180,M00000
2001-11-05,0.5,4.7,,,960,M00000
2001-11-06,2.5,10.2,,,470,M00000
2001-11-07,5.7,17.1,ESE,1180,0,M00000
2001-11-08,5.4,16.7,SE,1040,0,M00000
2001-11-09,3.3,12.0,ESE,600,70,M00000
2001-11-10,1.7,7.1,NE,970,80,M00**0
2001-11-11,0.8,7.6,,,460,M**00*
2001-11-12,0.6,3.2,,,810,M00000
2001-11-13,0.9,6.6,,,440,M00000
2001-11-14,,,,,,M00000
2001-11-15,2.5,8.6,NE,950,20,M00**0
2001-11-16,2.1,6.0,,,150,M00000
2001-11-17,2.1,6.3,NE,810,30,M00**0
2001-11-18,1.7,5.4,,,200,M00000
2001-11-19,1.6,4.3,,,200,M00000
2001-11-20,2.4,5.4,,,270,M00000
2001-11-21,1.8,5.9,NE,770,100,M00**0
2001-11-22,4.1,19.0,ESE,440,30,M00000
2001-11-23,3.9,18.4,SE,570,30,M00000
2001-11-24,1.8,8.9,NE,450,20,M00000
2001-11-25,2.0,5.0,NE,700,90,M00**0
2001-11-26,1.4,5.7,,,290,M00000
2001-11-27,2.1,10.6,,,380,M00000
2001-11-28,2.9,10.1,ESE,440,10,M00**0
2001-11-29,2.5,11.1,ESE,380,70,M00**0
2001-11-30,4.0,11.6,SE,690,0,M00000
2001-12-01,1.5,5.4,ENE,530,110,M00**0
2001-12-02,0.8,4.2,,,640,M00000
2001-12-03,1.4,5.8,ENE,320,130,M00**0
2001-12-04,3.9,14.3,ESE,360,50,M00**0
2001-12-05,4.9,16.2,SSE,520,10,M00000
2001-12-06,3.6,17.1,SSE,410,130,M00**0
2001-12-07,0.7,5.2,,,570,M00000
2001-12-08,0.8,4.4,,,660,M**00*
2001-12-09,0.9,6.4,,,380,M**00*
2001-12-10,1.5,5.5,,,240,M00000
2001-12-11,1.8,5.4,,,380,M00000
2001-12-12,1.4,4.4,,,280,M00000
2001-12-13,1.3,9.9,,,250,M**00*
2001-12-14,1.9,9.5,NE,490,30,M00**0
2001-12-15,2.3,6.0,NE,1190,0,M00000
2001-12-16,1.9,9.6,,,310,M00000
2001-12-17,1.1,6.8,,,850,M00000
2001-12-18,0.5,2.1,,,640,M00000
2001-12-19,0.6,6.9,,,440,M00000
2001-12-20,0.3,7.0,,,840,M00000
2001-12-21,2.9,12.9,NE,430,120,M00**0
2001-12-22,5.2,13.3,SE,770,20,M00000
2001-12-23,3.1,11.2,NE,400,50,M00000
2001-12-24,1.8,5.8,,,270,M00000
2001-12-25,4.7,12.7,ESE,570,0,M00000
2001-12-26,5.2,13.4,SE,1070,0,M00000
2001-12-27,5.3,15.5,SE,720,0,M00000
2001-12-28,7.9,24.6,SE,930,0,M00000
2001-12-29,6.2,15.7,SE,1150,0,M00000
2001-12-30,4.3,15.3,SE,910,130,M00**0
2001-12-31,1.8,6.0,,,290,M00000
2002-01-01,1.6,4.4,NE,660,130,MZ0YYZ
2002-01-02,2.2,5.2,NE,790,90,MZ0YYZ
2002-01-03,1.3,5.4,,,650,MZ000Z
2002-01-04,1.1,5.9,,,540,MZ000Z
2002-01-05,2.7,6.4,,,160,MZ000Z
2002-01-06,2.9,5.7,NE,930,80,MZ0YYZ
2002-01-07,2.0,7.5,NE,760,50,MZ*YYZ
2002-01-08,2.0,6.1,,,200,MZ000Z
2002-01-09,1.8,5.9,NE,820,90,MZ0YYZ
2002-01-10,1.4,4.0,NE,1060,90,MZ0YYZ
2002-01-11,2.0,4.9,,,170,MZ000Z
2002-01-12,2.0,5.4,NE,890,100,MZ0YYZ
2002-01-13,2.3,8.1,NE,720,10,MZ0YYZ
2002-01-14,1.2,5.6,,,450,MZ000Z
2002-01-15,1.6,5.6,NE,750,140,MZ0YYZ
2002-01-16,1.8,4.2,NE,590,50,MZ0YYZ
2002-01-17,1.8,4.4,NE,740,120,MZ0YYZ
2002-01-18,1.9,4.5,NE,900,90,MZ0YYZ
2002-01-19,3.5,13.0,SE,380,10,MZ0YYZ
2002-01-20,3.2,9.6,ESE,860,0,MY*YYY
2002-01-21,2.7,9.8,ESE,580,30,MZ0YYZ
2002-01-22,1.0,5.2,,,160,MY*00Y
2002-01-23,,,,,,M00000
2002-01-24,,,,,,M00000
2002-01-25,2.2,14.2,NE,460,80,MZ0YYZ
2002-01-26,3.6,15.1,ESE,380,10,MZ0YYZ
2002-01-27,5.9,22.3,SE,1260,0,MZ0ZZZ
2002-01-28,4.0,15.0,ESE,400,0,MZ0ZZZ
2002-01-29,2.5,6.8,NE,570,20,MZ0YYZ
2002-01-30,1.7,5.4,ENE,510,110,MZ0YYZ
2002-01-31,1.1,4.5,,,240,MZ000Z
2002-02-01,2.6,9.1,NE,550,10,MZ0YYZ
2002-02-02,1.4,3.5,,,150,MZ000Z
2002-02-03,0.9,5.1,,,360,MZ000Z
2002-02-04,1.3,5.9,,,190,MZ000Z
2002-02-05,0.8,5.8,,,640,MY*00Y
2002-02-06,,,,,,M00000
2002-02-07,0.9,8.1,,,630,MY*00Y
2002-02-08,0.5,4.8,,,450,MZ000Z
2002-02-09,0.9,12.5,,,640,MZ000Z
2002-02-10,5.1,15.7,SE,920,0,MZ0YYZ
2002-02-11,3.3,11.6,ESE,660,30,MZ0YYZ
2002-02-12,5.0,13.2,ESE,920,0,MZ0ZZZ
2002-02-13,4.4,13.3,ESE,630,0,MZ0ZZZ
2002-02-14,1.5,7.9,,,200,MY*00Y
2002-02-15,,,,,,M00000
2002-02-16,,,,,,M00000
2002-02-17,1.8,7.1,,,150,MZ000Z
2002-02-18,2.4,9.0,NE,680,120,MZ0YYZ
2002-02-19,3.6,13.1,SE,650,0,MZ0YYZ
2002-02-20,7.3,18.0,ESE,770,0,MZ0YYZ
2002-02-21,4.4,16.7,SE,540,0,MZ0YYZ
2002-02-22,4.0,14.7,NE,490,20,MZ0YYZ
2002-02-23,6.7,17.0,SE,1230,0,MZ0YYZ
2002-02-24,6.2,22.4,SE,1130,0,MZ0YYZ
2002-02-25,5.6,15.4,ESE,770,0,MZ0YYZ
2002-02-26,3.5,10.7,SE,500,90,MZ0YYZ
2002-02-27,4.1,10.4,ESE,940,0,MZ0ZZZ
2002-02-28,4.3,11.2,SSE,730,0,MZ0YYZ
2002-03-01,,,,,,M00000
2002-03-02,,,,,,M00000
2002-03-03,1.4,5.9,,,530,MY*00Y
2002-03-04,1.4,6.1,,,350,MZ000Z
2002-03-05,,,,,,M00000
2002-03-06,,,,,,M00000
2002-03-07,0.3,3.7,,,1090,MY*00Y
2002-03-08,0.6,3.8,,,790,MZ000Z
2002-03-09,0.2,5.2,,,920,MY*00Y
2002-03-10,0.7,6.0,,,430,MZ000Z
2002-03-11,0.3,2.6,,,910,MY*00Y
2002-03-12,0.1,3.9,,,1220,MY*00Y
2002-03-13,0.2,2.7,,,1180,MY*00Y
2002-03-14,,,,,,M00000
2002-03-15,,,,,,M00000
2002-03-16,,,,,,M00000
2002-03-17,0.7,6.8,,,710,MY*00Y
2002-03-18,1.9,12.4,NE,450,80,MZ0YYZ
2002-03-19,7.6,25.1,SE,1210,0,MZ0ZZZ
2002-03-20,7.1,21.9,SE,1070,0,MZ0ZZZ
2002-03-21,5.0,17.0,SE,1060,0,MZ0ZZZ
2002-03-22,6.1,22.0,SE,1390,0,MZ0ZZZ
2002-03-23,4.4,22.6,SE,690,0,MZ0YYZ
2002-03-24,2.0,8.9,NE,530,120,MZ0YYZ
2002-03-25,2.4,8.0,NE,920,60,MZ0YYZ
2002-03-26,2.3,7.8,NE,740,30,MZ0YYZ
2002-03-27,2.1,6.9,NE,700,60,MZ0YYZ
2002-03-28,2.0,8.8,NE,1160,100,MZ0YYZ
2002-03-29,2.3,8.7,NE,1160,0,MZ0YYZ
2002-03-30,1.7,4.8,,,160,MZ000Z
2002-03-31,2.4,8.4,NE,920,40,MZ0YYZ
2002-04-01,2.2,9.2,NE,870,30,MZ0YYZ
2002-04-02,2.4,9.7,NE,1030,30,MZ0YYZ
2002-04-03,2.2,8.9,NNE,760,20,MZ0YYZ
2002-04-04,2.1,9.2,NE,890,10,MY*YYY
2002-04-05,2.1,7.7,NE,610,0,MZ0ZZZ
2002-04-06,,,,,,M00000
2002-04-07,,,,,,M00000
2002-04-08,,,,,,M00000
2002-04-09,,,,,,M00000
2002-04-10,,,,,,M00000
2002-04-11,,,,,,M00000
2002-04-12,,,,,,M00000
2002-04-13,,,,,,M00000
2002-04-14,1.0,8.3,,,500,MY*00Y
2002-04-15,1.1,7.1,,,280,MY*00Y
2002-04-16,1.3,9.0,,,610,MY*00Y
2002-04-17,1.2,7.8,,,290,MZ000Z
2002-04-18,1.6,7.3,NE,580,40,MZ0YYZ
2002-04-19,2.1,9.1,SE,300,80,MZ0YYZ
2002-04-20,3.0,12.1,SE,520,0,MZ0YYZ
2002-04-21,2.2,6.9,NE,930,50,MZ0YYZ
2002-04-22,1.8,6.7,,,180,MZ000Z
2002-04-23,2.2,7.5,NE,740,40,MZ0YYZ
2002-04-24,3.1,11.8,NE,460,10,MZ0YYZ
2002-04-25,1.9,8.4,SE,500,80,MZ0YYZ
2002-04-26,2.9,10.7,SE,700,10,MZ0YYZ
2002-04-27,5.3,15.3,SE,920,0,MZ0ZZZ
2002-04-28,1.1,6.7,,,420,MZ000Z
2002-04-29,2.5,10.8,SE,470,20,MZ0YYZ
2002-04-30,1.6,8.4,,,380,MZ000Z
2002-05-01,0.4,4.3,,,850,MZ000Z
2002-05-02,1.6,8.1,,,190,MZ000Z
2002-05-03,2.3,9.8,,,150,MZ000Z
2002-05-04,,,,,,M00000
2002-05-05,,,,,,M00000
2002-05-06,1.9,8.3,NE,520,20,MY*YYY
2002-05-07,2.4,8.2,NE,1060,20,MZ0YYZ
2002-05-08,1.4,6.8,NE,860,120,MZ0YYZ
2002-05-09,1.4,8.9,,,480,MZ000Z
2002-05-10,0.9,6.9,,,670,MY*00Y
2002-05-11,0.4,5.8,,,920,MY*00Y
2002-05-12,0.7,6.4,,,660,MY*00Y
2002-05-13,1.4,7.6,,,250,MZ000Z
2002-05-14,2.6,9.8,SE,440,20,MZ0YYZ
2002-05-15,1.6,7.2,,,360,MZ000Z
2002-05-16,0.6,6.3,,,690,MZ000Z
2002-05-17,0.6,6.9,,,900,MY*00Y
2002-05-18,0.3,9.0,,,1160,MY*00Y
2002-05-19,0.5,5.1,,,670,MZ000Z
2002-05-20,0.7,6.9,,,660,MY*00Y
2002-05-21,0.6,6.7,,,890,MY*00Y
2002-05-22,2.1,9.0,,,260,MZ000Z
2002-05-23,1.0,9.5,,,410,MZ000Z
2002-05-24,0.6,5.0,,,360,MZ000Z
2002-05-25,0.5,6.9,,,650,MZ000Z
2002-05-26,0.5,5.9,,,590,MZ000Z
2002-05-27,2.9,13.9,,,390,MZ000Z
2002-05-28,3.6,10.5,SE,830,10,MZ0YYZ
2002-05-29,3.5,11.9,SE,600,0,MZ0ZZZ
2002-05-30,1.5,8.1,,,370,MZ000Z
2002-05-31,0.8,7.7,,,480,MZ000Z
2002-06-01,0.7,5.0,,,560,MZ000Z
2002-06-02,0.4,6.3,,,840,MZ000Z
2002-06-03,0.8,10.3,,,770,MY*00Y
2002-06-04,0.9,9.5,,,590,MZ000Z
2002-06-05,1.9,11.6,,,300,MZ000Z
2002-06-06,0.8,8.9,,,590,MZ000Z
2002-06-07,1.8,8.7,SE,310,40,MZ0YYZ
2002-06-08,0.5,,,,880,MY000Y
2002-06-09,0.9,,,,640,MY000Y
2002-06-10,3.6,,ESE,870,0,MZ0ZZZ
2002-06-11,1.8,,NE,430,60,MZ0YYZ
2002-06-12,1.6,4.8,,,250,MY*00Y
2002-06-13,1.8,7.0,SE,540,120,MZ0YYZ
2002-06-14,1.7,5.5,,,220,MZ000Z
2002-06-15,1.6,4.8,,,350,MZ000Z
2002-06-16,1.1,4.2,,,420,MZ000Z
2002-06-17,1.3,5.7,,,350,MZ000Z
2002-06-18,0.7,5.8,,,560,MZ000Z
2002-06-19,0.9,7.0,,,470,MZ000Z
2002-06-20,0.8,6.4,,,730,MZ000Z
2002-06-21,0.7,4.5,,,740,MZ000Z
2002-06-22,0.7,6.3,,,670,MZ000Z
2002-06-23,0.4,7.6,,,970,MY*00Y
2002-06-24,0.5,4.5,,,760,MZ000Z
2002-06-25,0.5,4.4,,,670,MY*00Y
2002-06-26,0.1,2.1,,,1310,MY*00Y
2002-06-27,0.3,3.8,,,870,MZ000Z
2002-06-28,3.8,13.1,SE,530,60,MZ0YYZ
2002-06-29,1.6,7.2,,,420,MZ000Z
2002-06-30,0.3,5.9,,,1020,MZ000Z
2002-07-01,1.4,5.4,,,270,MZ000Z
2002-07-02,0.4,5.8,,,840,MZ000Z
2002-07-03,1.4,9.1,,,380,MZ000Z
2002-07-04,2.8,12.9,,,200,MZ000Z
2002-07-05,1.1,8.1,,,370,MZ000Z
2002-07-06,2.5,11.3,,,220,MZ000Z
2002-07-07,1.4,4.9,,,340,MZ000Z
2002-07-08,1.4,5.2,,,200,MZ000Z
2002-07-09,1.0,6.8,,,260,MZ000Z
2002-07-10,1.7,9.1,,,170,MZ000Z
2002-07-11,2.0,9.2,SE,340,80,MZ0YYZ
2002-07-12,0.7,7.9,,,480,MZ000Z
2002-07-13,1.3,9.1,,,260,MZ000Z
2002-07-14,0.4,8.1,,,790,MZ000Z
2002-07-15,0.6,7.5,,,740,MZ000Z
2002-07-16,0.2,4.4,,,1060,MY000Y
2002-07-17,3.4,11.6,SSE,550,0,MZ0ZZZ
2002-07-18,1.4,7.9,,,150,MZ000Z
2002-07-19,1.9,5.4,NE,550,120,MZ0YYZ
2002-07-20,2.4,11.6,S,520,10,MZ0YYZ
2002-07-21,2.5,15.6,SSE,340,30,MZ0YYZ
2002-07-22,2.0,8.5,S,480,60,MZ0YYZ
2002-07-23,1.6,5.6,,,170,MZ000Z
2002-07-24,4.2,12.6,SSE,530,0,MZ0ZZZ
2002-07-25,2.1,10.3,SSE,320,20,MZ0YYZ
2002-07-26,1.3,5.5,,,330,MZ000Z
2002-07-27,1.2,5.3,,,460,MZ000Z
2002-07-28,1.1,5.3,,,520,MZ000Z
2002-07-29,1.6,8.4,,,260,MZ000Z
2002-07-30,1.2,7.3,,,390,MZ000Z
2002-07-31,1.2,6.4,,,490,MZ000Z
2002-08-01,2.0,18.3,ENE,380,110,MZ0YYZ
2002-08-02,1.6,7.8,,,310,MZ000Z
2002-08-03,0.6,7.6,,,730,MZ000Z
2002-08-04,1.9,7.2,S,240,110,MZ0YYZ
2002-08-05,2.1,8.4,ESE,390,50,MZ0YYZ
2002-08-06,4.1,12.4,SSE,780,10,MZ0YYZ
2002-08-07,4.0,11.2,SSE,940,0,MZ0ZZZ
2002-08-08,1.0,9.0,,,500,MZ000Z
2002-08-09,0.4,7.8,,,1100,MY*00Y
2002-08-10,0.2,5.9,,,1150,MY*00Y
2002-08-11,4.0,13.8,SSE,620,0,MZ0ZZZ
2002-08-12,4.5,13.1,SSE,660,0,MZ0ZZZ
2002-08-13,1.4,4.6,,,170,MZ000Z
2002-08-14,1.4,4.6,,,270,MZ000Z
2002-08-15,2.1,5.2,ENE,630,110,MZ0YYZ
2002-08-16,2.3,7.4,NE,640,110,MZ0YYZ
2002-08-17,2.0,6.1,NE,510,110,MZ0YYZ
2002-08-18,1.3,4.5,,,470,MZ000Z
2002-08-19,0.9,6.5,,,480,MZ000Z
2002-08-20,0.6,6.9,,,650,MZ000Z
2002-08-21,0.9,5.1,,,250,MZ000Z
2002-08-22,0.3,3.1,,,1010,MY*00Y
2002-08-23,,,,,,M00000
2002-08-24,0.2,4.5,,,980,MY*00Y
2002-08-25,0.6,8.2,,,850,MY*00Y
2002-08-26,0.6,7.7,,,820,MY*00Y
2002-08-27,0.1,6.1,,,1170,MY*00Y
2002-08-28,0.5,,,,930,MY000Y
2002-08-29,1.3,6.9,,,380,MZ000Z
2002-08-30,0.9,8.4,,,630,MZ000Z
2002-08-31,0.7,4.6,,,710,MZ000Z
2002-09-01,0.7,6.0,,,530,MZ000Z
2002-09-02,0.1,2.8,,,1290,MY*00Y
2002-09-03,0.1,2.4,,,1280,MY*00Y
2002-09-04,0.3,3.4,,,1150,MY*00Y
2002-09-05,0.3,2.6,,,1020,MY*00Y
2002-09-06,0.5,2.8,,,860,MY*00Y
2002-09-07,0.2,6.8,,,1090,MY*00Y
2002-09-08,0.1,4.8,,,1220,MY*00Y
2002-09-09,1.3,8.5,,,450,MZ000Z
2002-09-10,3.0,11.4,ESE,290,0,MZ0ZZZ
2002-09-11,1.4,6.4,,,320,MZ000Z
2002-09-12,0.5,8.1,,,660,MZ000Z
2002-09-13,1.0,9.1,,,580,MZ000Z
2002-09-14,1.3,4.5,,,350,MZ000Z
2002-09-15,1.4,6.1,,,500,MY*00Y
2002-09-16,0.7,4.3,,,810,MY*00Y
2002-09-17,0.9,4.7,,,500,MZ000Z
2002-09-18,0.9,4.8,,,470,MZ000Z
2002-09-19,0.9,4.1,,,370,MZ000Z
2002-09-20,1.1,6.4,,,270,MZ000Z
2002-09-21,0.4,5.4,,,700,MZ000Z
2002-09-22,2.4,10.1,,,270,MZ000Z
2002-09-23,3.7,11.4,SE,500,20,MZ0YYZ
2002-09-24,1.7,10.2,,,350,MZ000Z
2002-09-25,2.2,12.0,E,230,60,MZ0YYZ
2002-09-26,2.8,10.4,ESE,370,10,MZ0YYZ
2002-09-27,1.7,7.9,,,150,MZ000Z
2002-09-28,1.7,5.0,,,260,MZ000Z
2002-09-29,0.8,3.3,,,570,MZ000Z
2002-09-30,1.5,4.2,,,250,MZ000Z
2002-10-01,1.8,4.4,,,220,MZ000Z
2002-10-02,1.2,4.2,,,540,MZ000Z
2002-10-03,1.5,4.6,,,290,MZ000Z
2002-10-04,1.3,4.2,,,480,MZ000Z
2002-10-05,1.8,5.1,W,470,110,MZ0YYZ
2002-10-06,3.8,12.2,SE,500,0,MZ0ZZZ
2002-10-07,1.6,5.0,W,460,110,MZ0YYZ
2002-10-08,1.0,4.3,,,600,MZ000Z
2002-10-09,1.2,7.3,,,180,MZ000Z
2002-10-10,0.6,6.1,,,770,MY*00Y
2002-10-11,0.2,3.6,,,1110,MY*00Y
2002-10-12,2.5,13.4,ESE,260,20,MZ0YYZ
2002-10-13,0.8,5.8,,,600,MZ000Z
2002-10-14,0.6,6.0,,,500,MZ000Z
2002-10-15,0.2,3.9,,,1020,MY*00Y
2002-10-16,0.4,9.7,,,680,MZ000Z
2002-10-17,3.1,14.8,ESE,230,100,MZ0YYZ
2002-10-18,3.7,13.6,ESE,670,0,MZ0YYZ
2002-10-19,2.5,12.9,,,190,MY*00Y
2002-10-20,0.2,3.1,,,1070,MY*00Y
2002-10-21,,,,,,M00000
2002-10-22,1.1,7.2,,,190,MZ000Z
